Cluster,CourseID,Enrollments,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,UserID
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02525
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02526
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02526
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02526
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02526
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U02526
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02527
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02527
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02527
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02527
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02527
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02528
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02528
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02528
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02528
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02528
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02529
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02529
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02529
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02529
0,CR00026,46,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U02529
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02530
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02530
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02530
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02530
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U02530
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02531
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02531
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02531
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02531
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02531
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02532
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02532
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02532
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02532
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02532
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02533
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02533
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02533
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02533
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02533
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02534
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02534
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02534
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02534
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02534
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02535
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02535
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02535
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02535
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02535
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02536
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02536
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02536
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02536
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02536
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02537
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02537
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02537
3,CR00036,113,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,U02537
3,CR00059,88,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,U02537
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02538
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02538
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02538
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02538
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02538
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02539
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02539
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02539
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02539
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U02539
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02540
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02540
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02540
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02540
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U02540
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02541
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02541
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02541
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02541
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U02541
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02542
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02542
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02542
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U02542
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U02542
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02543
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02543
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02543
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02543
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02543
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02544
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02544
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02544
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02544
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02544
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02545
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02545
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02545
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02545
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02545
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02546
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02546
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02546
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02546
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02546
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02547
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02547
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02547
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02547
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02547
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02548
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02548
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02548
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02548
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02548
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02549
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02549
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02549
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02549
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02549
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02550
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02550
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02550
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02550
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02550
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02551
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02551
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02551
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02551
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02551
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02552
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02552
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02552
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02552
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02552
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02553
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02553
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02553
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02553
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02553
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02554
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02554
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02554
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02554
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02554
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02555
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02555
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02555
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02555
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02555
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02556
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02556
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02556
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02556
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02556
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02557
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02557
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02557
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02557
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02557
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02558
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02558
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02558
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02558
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02558
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02559
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02559
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02559
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02559
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02559
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02560
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02560
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02560
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02560
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02560
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02561
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02561
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02561
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02561
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02561
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02562
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02562
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02562
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02562
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02562
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02563
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02563
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02563
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02563
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02563
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02564
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02564
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02564
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02564
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U02564
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02565
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02565
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02565
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02565
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02565
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02566
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02566
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02566
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02566
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02566
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02567
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02567
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02567
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02567
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02567
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02568
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02568
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02568
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02568
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02568
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02569
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02569
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02569
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02569
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02569
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02570
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02570
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02570
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02570
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U02570
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02571
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02571
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02571
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02571
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02571
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02572
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02572
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02572
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02572
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02572
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02573
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02573
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02573
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02573
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02573
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02574
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02574
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02574
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02574
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02574
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02575
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02575
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02575
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02575
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02575
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02576
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02576
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02576
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02576
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02576
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02577
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02577
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02577
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02577
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02577
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02578
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02578
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02578
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02578
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02578
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02579
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02579
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02579
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02579
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02579
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02580
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02580
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02580
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02580
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02580
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02581
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02581
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02581
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02581
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U02581
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U02582
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02582
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U02582
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U02582
3,CR00059,88,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,U02582
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U02583
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U02583
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U02583
